Recency,Frequency,MonetaryValue,R,F,M,RFM_Segment,RFM_Score
21,60,1100.47,3,3,3,333,9
333,8,153.9,1,1,1,111,3
18,28,494.44,3,2,2,322,7
4,94,6675.71,4,3,4,434,11
63,39,395.8,2,2,2,222,6
198,32,210.32000000000002,1,2,1,121,4
33,34,658.88,3,2,3,323,8
1,110,2024.95,4,4,4,444,12
7,70,1460.3700000000001,4,3,3,433,10
5,671,3411.69,4,4,4,444,12
10,106,896.66,4,4,3,443,11
32,90,652.07,3,3,3,333,9
53,5,109.36000000000001,2,1,1,211,4
12,53,707.04,4,3,3,433,10
18,51,1540.42,3,3,3,333,9
19,18,327.3,3,2,2,322,7
37,130,804.49,3,4,3,343,10
2,76,497.43,4,3,2,432,9
18,118,1553.66,3,4,3,343,10
82,228,1320.56,2,4,3,243,9
33,97,367.93,3,3,2,332,8
66,111,473.03000000000003,2,4,2,242,8
9,128,977.52,4,4,3,443,11
267,5,676.2,1,1,3,113,5
247,23,362.95,1,2,2,122,5
4,109,2131.9,4,4,4,444,12
61,32,1780.59,2,2,4,224,8
75,102,668.36,2,3,3,233,8
90,33,584.5,2,2,2,222,6
60,59,555.89,2,3,2,232,7
29,88,317.2,3,3,2,332,8
323,4,94.36,1,1,1,111,3
53,35,1362.27,2,2,3,223,7
270,45,221.19,1,3,1,131,5
2,358,2941.05,4,4,4,444,12
50,100,1412.06,3,3,3,333,9
61,210,1486.9,2,4,3,243,9
145,86,1631.15,1,3,4,134,8
19,73,408.57,3,3,2,332,8
95,29,303.93,2,2,2,222,6
1,198,4061.24,4,4,4,444,12
265,60,299.6,1,3,2,132,6
302,15,161.04999999999998,1,1,1,111,3
70,23,443.05,2,2,2,222,6
302,5,167.25,1,1,1,111,3
19,63,163.07,3,3,1,331,7
13,172,2126.93,4,4,4,444,12
36,232,2028.88,3,4,4,344,11
19,45,214.65,3,3,1,331,7
54,35,151.83,2,2,1,221,5
57,31,262.2,2,2,1,221,5
22,7,126.25,3,1,1,311,5
44,54,210.35,3,3,1,331,7
27,73,1026.99,3,3,3,333,9
45,102,675.27,3,3,3,333,9
113,52,959.48,2,3,3,233,8
17,399,33805.69,4,4,4,444,12
25,18,346.12,3,2,2,322,7
191,6,82.56,1,1,1,111,3
302,21,302.7,1,2,2,122,5
2,372,1908.25,4,4,4,444,12
263,9,241.06,1,1,1,111,3
81,1,-2.95,2,1,1,211,4
106,2,284.55,2,1,1,211,4
57,6,300.85,2,1,2,212,5
213,83,642.81,1,3,2,132,6
64,8,287.4,2,1,1,211,4
28,17,184.26,3,1,1,311,5
29,109,1522.25,3,4,3,343,10
6,132,798.35,4,4,3,443,11
8,282,3640.67,4,4,4,444,12
67,24,381.2,2,2,2,222,6
2,174,616.79,4,4,2,442,10
46,86,638.77,3,3,2,332,8
34,63,230.51,3,3,1,331,7
1,4,2.8999999999941792,4,1,1,411,6
136,36,259.01,2,2,1,221,5
198,20,188.89000000000001,1,2,1,121,4
191,43,674.69,1,3,3,133,7
150,11,311.92,1,1,2,112,4
88,14,266.97,2,1,1,211,4
45,3,-8.15,3,1,1,311,5
64,99,1841.18,2,3,4,234,9
99,111,2158.37,2,4,4,244,10
218,9,208.36,1,1,1,111,3
3,202,3482.7400000000002,4,4,4,444,12
28,135,814.72,3,4,3,343,10
178,33,151.42,1,2,1,121,4
64,4,102.0,2,1,1,211,4
21,85,1383.7,3,3,3,333,9
20,236,1314.68,3,4,3,343,10
34,148,1603.46,3,4,3,343,10
74,2,74.9,2,1,1,211,4
24,182,650.43,3,4,3,343,10
52,171,757.44,2,4,3,243,9
275,13,223.95000000000002,1,1,1,111,3
165,19,314.86,1,2,2,122,5
7,368,1811.47,4,4,4,444,12
88,28,544.3,2,2,2,222,6
64,146,2494.46,2,4,4,244,10
25,17,331.0,3,1,2,312,6
10,35,300.83,4,2,2,422,8
76,53,769.29,2,3,3,233,8
16,18,220.62,4,2,1,421,7
192,19,139.35,1,2,1,121,4
174,26,379.4,1,2,2,122,5
77,42,363.65,2,2,2,222,6
33,31,492.2,3,2,2,322,7
47,39,731.5,3,2,3,323,8
73,62,1329.66,2,3,3,233,8
297,50,826.53,1,3,3,133,7
3,97,684.41,4,3,3,433,10
9,97,1562.22,4,3,3,433,10
50,136,2965.69,3,4,4,344,11
161,16,86.12,1,1,1,111,3
360,22,319.1,1,2,2,122,5
5,11,400.86,4,1,2,412,7
107,86,1421.43,2,3,3,233,8
25,86,484.38,3,3,2,332,8
32,4,777.6,3,1,3,313,7
20,3,90.30000000000001,3,1,1,311,5
297,13,363.7,1,1,2,112,4
372,13,248.1,1,1,1,111,3
22,169,950.26,3,4,3,343,10
5,35,874.59,4,2,3,423,9
52,113,1627.13,2,4,4,244,10
30,6,101.69999999999999,3,1,1,311,5
277,17,162.7,1,1,1,111,3
61,42,480.92,2,2,2,222,6
25,13,215.07999999999998,3,1,1,311,5
186,157,1036.6200000000001,1,4,3,143,8
2,298,9295.67,4,4,4,444,12
2,200,11895.57,4,4,4,444,12
172,15,290.36,1,1,1,111,3
81,14,228.06,2,1,1,211,4
4,17,244.41,4,1,1,411,6
190,30,455.25,1,2,2,122,5
22,77,1244.59,3,3,3,333,9
18,4,6748.8,3,1,4,314,8
19,181,1026.94,3,4,3,343,10
5,31,593.75,4,2,2,422,8
107,56,539.02,2,3,2,232,7
3,45,1388.81,4,3,3,433,10
54,5,119.62,2,1,1,211,4
165,3,339.3,1,1,2,112,4
291,31,-95.93,1,2,1,121,4
10,981,4154.64,4,4,4,444,12
109,261,2266.25,2,4,4,244,10
96,32,922.12,2,2,3,223,7
243,17,379.73,1,1,2,112,4
163,86,5664.57,1,3,4,134,8
3,74,641.55,4,3,2,432,9
35,17,285.89,3,1,1,311,5
67,207,3313.79,2,4,4,244,10
24,11,281.85,3,1,1,311,5
1,474,8257.04,4,4,4,444,12
21,58,816.51,3,3,3,333,9
6,31,511.12,4,2,2,422,8
54,19,1077.74,2,2,3,223,7
364,3,173.7,1,1,1,111,3
15,19,614.01,4,2,2,422,8
194,35,865.6,1,2,3,123,6
3,5,124.2,4,1,1,411,6
9,133,3622.95,4,4,4,444,12
3,106,1285.22,4,4,3,443,11
127,58,999.7,2,3,3,233,8
74,46,648.41,2,3,2,232,7
71,28,451.44,2,2,2,222,6
365,1,-30.599999999999998,1,1,1,111,3
155,11,70.44,1,1,1,111,3
113,6,313.62,2,1,2,212,5
374,14,233.45,1,1,1,111,3
80,31,908.03,2,2,3,223,7
249,8,463.95,1,1,2,112,4
232,13,225.15,1,1,1,111,3
71,33,459.24,2,2,2,222,6
69,10,213.5,2,1,1,211,4
4,222,4073.28,4,4,4,444,12
51,27,330.03,2,2,2,222,6
75,53,181.09,2,3,1,231,6
61,85,360.16,2,3,2,232,7
16,12,250.15,4,1,1,411,6
4,7,90.04,4,1,1,411,6
277,11,140.7,1,1,1,111,3
4,62,813.52,4,3,3,433,10
41,31,244.79999999999998,3,2,1,321,6
31,32,494.72999999999996,3,2,2,322,7
75,34,482.47,2,2,2,222,6
18,174,3038.67,3,4,4,344,11
15,280,5450.96,4,4,4,444,12
219,6,75.66,1,1,1,111,3
186,11,120.99000000000001,1,1,1,111,3
33,66,1187.66,3,3,3,333,9
70,30,618.59,2,2,2,222,6
183,26,506.19,1,2,2,122,5
15,33,500.42,4,2,2,422,8
236,5,151.85,1,1,1,111,3
31,97,2630.64,3,3,4,334,10
254,16,204.41,1,1,1,111,3
4,9,178.96,4,1,1,411,6
52,29,813.48,2,2,3,223,7
246,5,129.45,1,1,1,111,3
81,48,810.5699999999999,2,3,3,233,8
275,23,333.08,1,2,2,122,5
1,184,4379.65,4,4,4,444,12
79,20,322.8,2,2,2,222,6
30,119,2183.04,3,4,4,344,11
74,64,417.73,2,3,2,232,7
17,153,2878.15,4,4,4,444,12
223,9,217.9,1,1,1,111,3
32,72,1124.59,3,3,3,333,9
23,95,1676.47,3,3,4,334,10
25,52,1169.38,3,3,3,333,9
106,12,231.10000000000002,2,1,1,211,4
5,35,679.83,4,2,3,423,9
246,27,487.51,1,2,2,122,5
178,62,833.78,1,3,3,133,7
170,14,214.06,1,1,1,111,3
39,21,270.85999999999996,3,2,1,321,6
72,24,518.42,2,2,2,222,6
54,123,6654.26,2,4,4,244,10
16,76,1166.92,4,3,3,433,10
141,31,594.97,2,2,2,222,6
18,261,3794.52,3,4,4,344,11
22,80,8568.24,3,3,4,334,10
10,208,933.62,4,4,3,443,11
368,8,123.24,1,1,1,111,3
189,2,39.12,1,1,1,111,3
16,17,810.4499999999999,4,1,3,413,8
362,9,135.39999999999998,1,1,1,111,3
19,32,118.98,3,2,1,321,6
68,53,570.13,2,3,2,232,7
15,20,306.71999999999997,4,2,2,422,8
24,161,1370.8700000000001,3,4,3,343,10
17,262,4022.46,4,4,4,444,12
28,6,1692.27,3,1,4,314,8
2,117,8093.59,4,4,4,444,12
55,98,319.61,2,3,2,232,7
34,92,1558.72,3,3,3,333,9
3,170,3013.83,4,4,4,444,12
366,3,129.75,1,1,1,111,3
43,10,183.7,3,1,1,311,5
73,44,1770.34,2,3,4,234,9
5,30,1028.0,4,2,3,423,9
4,281,65892.08,4,4,4,444,12
61,62,324.24,2,3,2,232,7
47,588,3043.48,3,4,4,344,11
1,62,1260.86,4,3,3,433,10
76,16,303.26,2,1,2,212,5
44,13,208.63,3,1,1,311,5
256,3,1276.0,1,1,3,113,5
69,60,482.01,2,3,2,232,7
135,10,657.9000000000001,2,1,3,213,6
241,21,112.75,1,2,1,121,4
227,5,1998.0,1,1,4,114,6
9,312,5040.0,4,4,4,444,12
9,154,5150.2699999999995,4,4,4,444,12
1,284,13946.130000000001,4,4,4,444,12
37,123,531.35,3,4,2,342,9
46,27,656.63,3,2,3,323,8
85,79,3029.87,2,3,4,234,9
19,402,2483.04,3,4,4,344,11
3,22,1651.03,4,2,4,424,10
9,447,3645.43,4,4,4,444,12
19,632,6840.2300000000005,3,4,4,344,11
219,94,911.53,1,3,3,133,7
78,19,301.71999999999997,2,2,2,222,6
267,3,319.8000000000001,1,1,2,112,4
9,236,3278.36,4,4,4,444,12
369,45,623.75,1,3,2,132,6
15,203,1773.92,4,4,4,444,12
26,27,155.24,3,2,1,321,6
262,37,292.47,1,2,1,121,4
17,228,4711.21,4,4,4,444,12
91,43,589.15,2,3,2,232,7
302,152,775.07,1,4,3,143,8
26,185,1382.02,3,4,3,343,10
364,46,272.82,1,3,1,131,5
46,269,1054.67,3,4,3,343,10
36,668,7076.28,3,4,4,344,11
52,84,702.79,2,3,3,233,8
32,28,603.75,3,2,2,322,7
52,53,650.51,2,3,3,233,8
79,128,2269.21,2,4,4,244,10
53,1,417.59999999999997,2,1,2,212,5
298,1,3.75,1,1,1,111,3
172,16,312.55,1,1,2,112,4
47,4,0.0,3,1,1,311,5
29,193,2191.84,3,4,4,344,11
11,242,1304.76,4,4,3,443,11
87,358,7170.7,2,4,4,244,10
5,452,6694.31,4,4,4,444,12
25,45,826.96,3,3,3,333,9
18,69,1515.9,3,3,3,333,9
45,95,623.93,3,3,2,332,8
31,25,1764.72,3,2,4,324,9
373,9,207.5,1,1,1,111,3
58,34,223.92000000000002,2,2,1,221,5
372,2,2002.4,1,1,4,114,6
114,176,1484.63,2,4,3,243,9
215,13,239.4,1,1,1,111,3
319,7,106.83000000000001,1,1,1,111,3
65,22,369.34000000000003,2,2,2,222,6
8,43,772.84,4,3,3,433,10
97,13,316.62,2,1,2,212,5
20,89,1501.38,3,3,3,333,9
185,24,594.9,1,2,2,122,5
4,718,2758.25,4,4,4,444,12
294,1,34.0,1,1,1,111,3
273,34,1145.6,1,2,3,123,6
31,222,5580.6,3,4,4,344,11
48,58,458.04,3,3,2,332,8
260,40,380.39,1,2,2,122,5
58,146,744.9,2,4,3,243,9
33,255,2246.81,3,4,4,344,11
57,26,171.59,2,2,1,221,5
68,49,654.92,2,3,3,233,8
10,158,1695.66,4,4,4,444,12
60,76,388.28,2,3,2,232,7
80,50,226.35,2,3,1,231,6
74,16,245.94,2,1,1,211,4
2,344,10454.05,4,4,4,444,12
100,60,425.19,2,3,2,232,7
365,19,294.65,1,2,2,122,5
10,197,2242.25,4,4,4,444,12
20,3,107.6,3,1,1,311,5
123,155,597.48,2,4,2,242,8
8,5,80.8,4,1,1,411,6
4,95,1520.1200000000001,4,3,3,433,10
29,322,1706.28,3,4,4,344,11
282,12,110.38000000000001,1,1,1,111,3
57,16,243.84,2,1,1,211,4
1,287,1201.51,4,4,3,443,11
365,66,414.88,1,3,2,132,6
89,18,305.62,2,2,2,222,6
11,164,1201.49,4,4,3,443,11
163,121,867.83,1,4,3,143,8
65,24,332.3,2,2,2,222,6
23,60,536.99,3,3,2,332,8
174,98,460.59,1,3,2,132,6
103,103,801.49,2,4,3,243,9
143,67,1121.59,2,3,3,233,8
99,23,288.42,2,2,1,221,5
23,150,912.74,3,4,3,343,10
192,16,275.64,1,1,1,111,3
5,28,547.07,4,2,2,422,8
361,15,479.35,1,1,2,112,4
8,449,1692.98,4,4,4,444,12
14,325,6500.6,4,4,4,444,12
103,28,417.06,2,2,2,222,6
3,95,1446.95,4,3,3,433,10
11,191,3317.97,4,4,4,444,12
96,26,497.61,2,2,2,222,6
227,38,358.38,1,2,2,122,5
16,26,460.64,4,2,2,422,8
39,28,775.1800000000001,3,2,3,323,8
51,22,341.7,2,2,2,222,6
93,8,128.5,2,1,1,211,4
157,11,197.22,1,1,1,111,3
39,23,325.91,3,2,2,322,7
184,12,199.15,1,1,1,111,3
1,47,1106.53,4,3,3,433,10
228,24,413.46,1,2,2,122,5
128,10,180.85,2,1,1,211,4
40,11,251.87,3,1,1,311,5
31,166,3167.73,3,4,4,344,11
197,26,582.9,1,2,2,122,5
9,298,15357.78,4,4,4,444,12
37,117,1774.62,3,4,4,344,11
64,64,1260.44,2,3,3,233,8
43,379,10183.82,3,4,4,344,11
50,11,214.32,3,1,1,311,5
43,12,193.44,3,1,1,311,5
53,14,281.42,2,1,1,211,4
187,8,124.57,1,1,1,111,3
334,19,332.41,1,2,2,122,5
4,20,342.45,4,2,2,422,8
10,9,144.91000000000003,4,1,1,411,6
24,19,328.4,3,2,2,322,7
15,2,35.400000000000006,4,1,1,411,6
366,13,345.89000000000004,1,1,2,112,4
106,72,473.14,2,3,2,232,7
60,8,151.65,2,1,1,211,4
29,28,481.35,3,2,2,322,7
141,11,207.73999999999998,2,1,1,211,4
23,129,805.62,3,4,3,343,10
22,139,2761.4900000000002,3,4,4,344,11
77,7,680.02,2,1,3,213,6
5,289,7066.31,4,4,4,444,12
64,123,2023.47,2,4,4,244,10
12,159,853.72,4,4,3,443,11
25,6,0.0,3,1,1,311,5
31,178,1519.08,3,4,3,343,10
67,1,432.0,2,1,2,212,5
67,39,705.12,2,2,3,223,7
187,38,276.73,1,2,1,121,4
38,26,429.84000000000003,3,2,2,322,7
15,101,471.51,4,3,2,432,9
35,37,194.88,3,2,1,321,6
195,135,1578.67,1,4,3,143,8
2,203,809.7,4,4,3,443,11
1,101,496.84000000000003,4,3,2,432,9
367,45,145.93,1,3,1,131,5
65,69,219.14,2,3,1,231,6
299,44,213.03,1,3,1,131,5
26,163,444.46,3,4,2,342,9
8,125,1281.56,4,4,3,443,11
12,82,187.6900000000001,4,3,1,431,8
116,44,1706.88,2,3,4,234,9
29,60,373.24,3,3,2,332,8
4,710,3754.27,4,4,4,444,12
5,209,3085.48,4,4,4,444,12
82,93,579.77,2,3,2,232,7
29,151,981.65,3,4,3,343,10
64,19,364.14,2,2,2,222,6
4,547,1510.06,4,4,3,443,11
23,105,2528.67,3,4,4,344,11
290,8,113.44,1,1,1,111,3
36,38,208.46,3,2,1,321,6
9,57,621.6800000000001,4,3,2,432,9
24,143,576.26,3,4,2,342,9
277,9,391.52,1,1,2,112,4
50,130,1043.34,3,4,3,343,10
156,327,2596.45,1,4,4,144,9
61,60,169.79,2,3,1,231,6
12,696,6666.83,4,4,4,444,12
21,89,739.5,3,3,3,333,9
371,14,230.25,1,1,1,111,3
116,6,543.05,2,1,2,212,5
80,213,2781.5,2,4,4,244,10
4,77,1295.39,4,3,3,433,10
26,54,380.55,3,3,2,332,8
5,898,4604.22,4,4,4,444,12
53,53,161.94,2,3,1,231,6
1,49,530.08,4,3,2,432,9
55,62,950.9300000000001,2,3,3,233,8
26,57,262.68,3,3,1,331,7
9,242,1903.13,4,4,4,444,12
52,305,3049.88,2,4,4,244,10
13,283,1894.11,4,4,4,444,12
212,33,816.73,1,2,3,123,6
22,249,4345.5,3,4,4,344,11
236,21,406.48,1,2,2,122,5
139,19,435.02,2,2,2,222,6
4,61,1161.27,4,3,3,433,10
57,42,1178.56,2,2,3,223,7
123,87,1262.75,2,3,3,233,8
109,16,167.61,2,1,1,211,4
30,1,20.8,3,1,1,311,5
1,54,2085.08,4,3,4,434,11
185,26,493.67,1,2,2,122,5
9,18,292.34,4,2,1,421,7
239,16,416.64,1,1,2,112,4
87,7,117.35000000000001,2,1,1,211,4
39,101,507.05,3,3,2,332,8
116,14,234.17,2,1,1,211,4
187,7,110.55000000000001,1,1,1,111,3
227,26,201.19,1,2,1,121,4
8,31,2148.47,4,2,4,424,10
189,21,319.02,1,2,2,122,5
4,31,439.43,4,2,2,422,8
39,42,650.41,3,2,3,323,8
3,42,232.20999999999998,4,2,1,421,7
267,2,251.51999999999998,1,1,1,111,3
78,39,344.33,2,2,2,222,6
4,91,1809.05,4,3,4,434,11
255,87,1078.96,1,3,3,133,7
61,22,384.06,2,2,2,222,6
13,149,1920.2,4,4,4,444,12
78,418,4392.42,2,4,4,244,10
17,121,5461.62,4,4,4,444,12
30,3,1873.2,3,1,4,314,8
3,129,1625.05,4,4,4,444,12
5,7,126.12,4,1,1,411,6
7,12,1133.25,4,1,3,413,8
219,1,179.0,1,1,1,111,3
11,95,1601.8600000000001,4,3,3,433,10
372,1,-1.25,1,1,1,111,3
30,41,1427.46,3,2,3,323,8
288,12,702.0,1,1,3,113,5
150,6,287.02000000000004,1,1,1,111,3
23,23,484.82,3,2,2,322,7
1,169,3989.57,4,4,4,444,12
73,50,1487.78,2,3,3,233,8
46,44,1412.94,3,3,3,333,9
5,44,781.78,4,3,3,433,10
51,53,877.4300000000001,2,3,3,233,8
17,12,185.46,4,1,1,411,6
30,15,270.9,3,1,1,311,5
8,75,565.58,4,3,2,432,9
29,217,1842.56,3,4,4,344,11
3,268,8574.11,4,4,4,444,12
41,16,920.1,3,1,3,313,7
11,234,1272.61,4,4,3,443,11
31,7,71.0,3,1,1,311,5
45,3,95.85,3,1,1,311,5
61,9,357.77,2,1,2,212,5
185,4,154.82999999999998,1,1,1,111,3
79,155,848.59,2,4,3,243,9
111,2,716.0,2,1,3,213,6
64,11,146.87,2,1,1,211,4
12,22,380.35,4,2,2,422,8
86,28,1030.14,2,2,3,223,7
16,32,734.5699999999999,4,2,3,423,9
246,32,388.33,1,2,2,122,5
78,77,1253.22,2,3,3,233,8
30,22,112.4,3,2,1,321,6
138,15,449.73,2,1,2,212,5
27,71,1065.77,3,3,3,333,9
3,98,1044.3799999999999,4,3,3,433,10
32,102,1735.18,3,3,4,334,10
9,10,897.4300000000001,4,1,3,413,8
113,22,339.44,2,2,2,222,6
157,22,642.02,1,2,2,122,5
85,65,1100.9,2,3,3,233,8
115,48,864.32,2,3,3,233,8
3,322,5594.78,4,4,4,444,12
96,316,3228.84,2,4,4,244,10
194,43,247.14000000000001,1,3,1,131,5
28,92,413.75,3,3,2,332,8
129,14,496.38,2,1,2,212,5
28,84,1353.83,3,3,3,333,9
82,62,1179.89,2,3,3,233,8
30,516,3095.04,3,4,4,344,11
266,5,234.24,1,1,1,111,3
74,101,5116.13,2,3,4,234,9
314,71,534.47,1,3,2,132,6
9,82,1421.59,4,3,3,433,10
59,62,859.35,2,3,3,233,8
143,1,-112.35,2,1,1,211,4
12,297,4531.34,4,4,4,444,12
28,154,2655.2200000000003,3,4,4,344,11
114,64,312.14,2,3,2,232,7
9,148,2385.48,4,4,4,444,12
18,174,1446.09,3,4,3,343,10
18,80,813.77,3,3,3,333,9
36,25,841.0799999999999,3,2,3,323,8
36,28,378.2,3,2,2,322,7
78,2,118.80000000000001,2,1,1,211,4
22,9,285.5,3,1,1,311,5
25,64,290.16,3,3,1,331,7
33,81,2003.85,3,3,4,334,10
109,52,1405.78,2,3,3,233,8
35,162,2949.75,3,4,4,344,11
123,189,1555.05,2,4,3,243,9
7,96,2050.08,4,3,4,434,11
28,115,1991.01,3,4,4,344,11
4,64,2041.8500000000001,4,3,4,434,11
3,198,3802.81,4,4,4,444,12
50,125,1777.78,3,4,4,344,11
318,15,270.20000000000005,1,1,1,111,3
22,77,1088.2,3,3,3,333,9
9,52,992.6800000000001,4,3,3,433,10
2,213,937.92,4,4,3,443,11
18,65,971.74,3,3,3,333,9
10,42,1621.73,4,2,4,424,10
262,1,25.5,1,1,1,111,3
159,90,665.78,1,3,3,133,7
33,421,10380.43,3,4,4,344,11
29,121,869.6800000000001,3,4,3,343,10
165,12,163.29999999999998,1,1,1,111,3
47,30,248.61,3,2,1,321,6
6,135,747.22,4,4,3,443,11
8,43,806.9000000000001,4,3,3,433,10
288,9,116.19999999999999,1,1,1,111,3
318,10,157.02,1,1,1,111,3
3,38,593.61,4,2,2,422,8
233,18,307.46,1,2,2,122,5
119,7,138.32,2,1,1,211,4
162,9,345.29999999999995,1,1,2,112,4
185,32,298.89,1,2,2,122,5
50,40,259.35,3,2,1,321,6
152,262,991.85,1,4,3,143,8
335,14,157.09,1,1,1,111,3
5,134,2463.17,4,4,4,444,12
16,27,4892.240000000001,4,2,4,424,10
107,24,425.0,2,2,2,222,6
16,52,1139.73,4,3,3,433,10
276,24,380.5,1,2,2,122,5
16,487,10585.57,4,4,4,444,12
247,20,465.32,1,2,2,122,5
239,15,579.0,1,1,2,112,4
1,48,984.57,4,3,3,433,10
106,35,749.78,2,2,3,223,7
23,85,1679.64,3,3,4,334,10
52,9,124.88,2,1,1,211,4
195,16,1503.5,1,1,3,113,5
24,14,213.78,3,1,1,311,5
75,23,329.34,2,2,2,222,6
18,20,251.70000000000002,3,2,1,321,6
8,15,306.55,4,1,2,412,7
32,67,1266.97,3,3,3,333,9
22,102,1534.73,3,3,3,333,9
31,229,3518.03,3,4,4,344,11
29,105,1707.21,3,4,4,344,11
22,5,293.1,3,1,1,311,5
33,145,2466.4,3,4,4,344,11
284,10,158.68,1,1,1,111,3
39,14,189.49,3,1,1,311,5
50,60,816.88,3,3,3,333,9
289,16,224.91,1,1,1,111,3
75,16,313.26,2,1,2,212,5
5,87,3755.65,4,3,4,434,11
218,4,59.9,1,1,1,111,3
44,64,1430.94,3,3,3,333,9
202,15,306.13,1,1,2,112,4
178,80,711.79,1,3,3,133,7
56,131,780.38,2,4,3,243,9
57,23,239.92000000000002,2,2,1,221,5
8,76,3286.9100000000003,4,3,4,434,11
47,2,144.0,3,1,1,311,5
227,10,203.95,1,1,1,111,3
11,89,2275.58,4,3,4,434,11
106,61,384.40000000000003,2,3,2,232,7
59,20,249.74,2,2,1,221,5
28,237,2095.13,3,4,4,344,11
36,35,1674.46,3,2,4,324,9
274,29,262.62,1,2,1,121,4
30,29,1013.01,3,2,3,323,8
24,96,692.22,3,3,3,333,9
54,40,342.63,2,2,2,222,6
36,152,3563.85,3,4,4,344,11
169,67,1352.91,1,3,3,133,7
54,13,384.08,2,1,2,212,5
53,7,204.24,2,1,1,211,4
27,213,2299.67,3,4,4,344,11
253,4,226.85,1,1,1,111,3
40,164,2741.08,3,4,4,344,11
60,104,984.12,2,4,3,243,9
234,9,113.5,1,1,1,111,3
4,274,1960.72,4,4,4,444,12
32,25,114.23,3,2,1,321,6
24,472,3198.25,3,4,4,344,11
7,63,335.13,4,3,2,432,9
65,28,354.15,2,2,2,222,6
310,49,426.79,1,3,2,132,6
309,21,393.49,1,2,2,122,5
19,47,939.32,3,3,3,333,9
16,208,1906.09,4,4,4,444,12
96,47,318.76,2,3,2,232,7
264,73,3466.67,1,3,4,134,8
12,546,3127.82,4,4,4,444,12
3,36,421.52,4,2,2,422,8
35,25,190.88,3,2,1,321,6
183,14,149.89000000000001,1,1,1,111,3
25,29,550.06,3,2,2,322,7
13,105,916.13,4,4,3,443,11
11,19,314.69,4,2,2,422,8
3,566,3744.65,4,4,4,444,12
313,16,379.95,1,1,2,112,4
108,40,1135.04,2,2,3,223,7
1,407,8628.55,4,4,4,444,12
53,31,954.9,2,2,3,223,7
205,9,171.45,1,1,1,111,3
15,55,282.19,4,3,1,431,8
120,69,318.65,2,3,2,232,7
4,57,384.52,4,3,2,432,9
363,39,283.28000000000003,1,2,1,121,4
117,87,353.86,2,3,2,232,7
18,18,178.26,3,2,1,321,6
5,112,272.44,4,4,1,441,9
41,78,298.41,3,3,2,332,8
107,16,240.0,2,1,1,211,4
148,124,603.37,1,4,2,142,7
52,12,1253.3600000000001,2,1,3,213,6
208,23,63.440000000000005,1,2,1,121,4
139,127,562.9,2,4,2,242,8
2,80,310.64,4,3,2,432,9
127,38,317.62,2,2,2,222,6
108,6,763.64,2,1,3,213,6
42,116,2144.53,3,4,4,344,11
35,27,111.97999999999999,3,2,1,321,6
228,69,1065.3500000000001,1,3,3,133,7
241,15,246.04,1,1,1,111,3
58,9,187.82999999999998,2,1,1,211,4
130,94,1703.41,2,3,4,234,9
60,294,1641.68,2,4,4,244,10
22,45,153.92,3,3,1,331,7
26,124,1064.11,3,4,3,343,10
9,142,1419.73,4,4,3,443,11
32,112,936.16,3,4,3,343,10
4,102,525.24,4,3,2,432,9
308,1,550.8000000000001,1,1,2,112,4
8,135,1875.1100000000001,4,4,4,444,12
29,69,556.95,3,3,2,332,8
17,51,131.78,4,3,1,431,8
101,30,498.42,2,2,2,222,6
12,57,669.11,4,3,3,433,10
21,66,197.63,3,3,1,331,7
15,81,1119.93,4,3,3,433,10
361,53,250.04,1,3,1,131,5
11,69,8600.73,4,3,4,434,11
365,1,-152.64000000000001,1,1,1,111,3
95,12,82.75,2,1,1,211,4
78,55,1384.85,2,3,3,233,8
139,14,644.3,2,1,2,212,5
18,28,2288.13,3,2,4,324,9
25,136,2514.76,3,4,4,344,11
1,487,6204.46,4,4,4,444,12
46,11,2524.02,3,1,4,314,8
100,73,1200.6200000000001,2,3,3,233,8
8,107,700.86,4,4,3,443,11
15,204,908.99,4,4,3,443,11
18,50,990.23,3,3,3,333,9
280,6,96.8,1,1,1,111,3
14,33,523.11,4,2,2,422,8
23,6,363.9,3,1,2,312,6
124,1,175.2,2,1,1,211,4
86,28,494.25,2,2,2,222,6
301,12,306.6,1,1,2,112,4
151,548,1944.32,1,4,4,144,9
17,757,6612.18,4,4,4,444,12
94,9,243.36,2,1,1,211,4
9,424,11891.18,4,4,4,444,12
157,183,781.36,1,4,3,143,8
355,17,193.64,1,1,1,111,3
46,32,160.57,3,2,1,321,6
15,87,537.74,4,3,2,432,9
4,503,2611.58,4,4,4,444,12
86,1,228.96,2,1,1,211,4
15,215,1159.52,4,4,3,443,11
179,9,110.75,1,1,1,111,3
8,72,1256.19,4,3,3,433,10
36,27,587.15,3,2,2,322,7
129,8,1740.0,2,1,4,214,7
51,16,1393.06,2,1,3,213,6
312,19,178.22,1,2,1,121,4
24,45,388.14,3,3,2,332,8
303,59,365.85,1,3,2,132,6
11,15,127.86,4,1,1,411,6
17,132,585.79,4,4,2,442,10
49,29,488.2,3,2,2,322,7
239,35,312.23,1,2,2,122,5
1,414,4455.73,4,4,4,444,12
13,468,4801.56,4,4,4,444,12
238,34,168.4,1,2,1,121,4
23,128,1349.52,3,4,3,343,10
73,33,446.18,2,2,2,222,6
17,87,423.89,4,3,2,432,9
41,253,1342.68,3,4,3,343,10
40,57,646.92,3,3,2,332,8
219,28,495.77,1,2,2,122,5
