Recency,Frequency,MonetaryValue,RFM_Segment,ClusterLabel
187,22,160.71,1.02.01.0,Dormant
52,30,110.8,2.02.01.0,Dormant
4,140,2974.65,4.04.04.0,Champions
137,80,712.24,2.03.03.0,Regulars
4,645,16387.57,4.04.04.0,Champions
19,14,297.0,3.01.01.0,Regulars
16,191,1438.85,4.04.03.0,Champions
41,142,977.21,3.04.03.0,Regulars
12,546,3165.36,4.04.04.0,Champions
8,147,832.88,4.04.03.0,Champions
26,18,68.84,3.02.01.0,Dormant
22,20,1936.3200000000002,3.02.04.0,Regulars
41,40,895.13,3.02.03.0,Regulars
101,45,230.53,2.03.01.0,Dormant
5,461,3812.64,4.04.04.0,Champions
277,15,149.64,1.01.01.0,Dormant
33,76,354.09000000000003,3.03.02.0,Regulars
15,128,360.93,4.04.02.0,Regulars
64,120,4405.88,2.04.04.0,Champions
2,129,493.28,4.04.02.0,Champions
369,105,343.28000000000003,1.04.02.0,Regulars
312,29,501.39000000000004,1.02.02.0,Dormant
199,23,516.36,1.02.02.0,Dormant
2,49,396.48,4.03.02.0,Regulars
93,18,379.35,2.02.02.0,Dormant
60,12,181.09,2.01.01.0,Dormant
81,12,168.31,2.01.01.0,Dormant
157,93,446.87,1.03.02.0,Regulars
227,62,524.52,1.03.02.0,Regulars
253,41,263.55,1.02.01.0,Dormant
150,11,179.17,1.01.01.0,Dormant
194,24,222.05,1.02.01.0,Dormant
1,86,1388.88,4.03.03.0,Champions
369,4,56.25,1.01.01.0,Dormant
24,51,351.11,3.03.02.0,Regulars
17,116,363.88,4.04.02.0,Regulars
10,74,5126.76,4.03.04.0,Champions
8,30,164.68,4.02.01.0,Regulars
20,150,1567.69,3.04.03.0,Champions
4,249,967.45,4.04.03.0,Champions
174,7,191.94,1.01.01.0,Dormant
1,267,1232.18,4.04.03.0,Champions
178,19,264.62,1.02.01.0,Dormant
16,155,1528.09,4.04.03.0,Champions
248,12,123.1,1.01.01.0,Dormant
191,40,334.23,1.02.02.0,Dormant
20,143,639.89,3.04.02.0,Regulars
154,60,167.5,1.03.01.0,Dormant
173,25,336.03000000000003,1.02.02.0,Dormant
373,11,369.5,1.01.02.0,Dormant
373,21,127.08,1.02.01.0,Dormant
194,12,207.15,1.01.01.0,Dormant
67,21,426.63,2.02.02.0,Dormant
4,115,2495.87,4.04.04.0,Champions
21,74,1107.46,3.03.03.0,Regulars
239,12,416.86,1.01.02.0,Dormant
64,7,145.35,2.01.01.0,Dormant
112,18,404.58,2.02.02.0,Dormant
90,76,6115.01,2.03.04.0,Regulars
311,1,35.8,1.01.01.0,Dormant
134,14,337.44,2.01.02.0,Dormant
277,6,325.1,1.01.02.0,Dormant
365,2,181.0,1.01.01.0,Dormant
83,29,1708.24,2.02.04.0,Regulars
8,60,955.24,4.03.03.0,Regulars
17,19,364.72,4.02.02.0,Regulars
32,98,1765.51,3.03.04.0,Regulars
9,41,708.22,4.02.03.0,Regulars
34,91,806.57,3.03.03.0,Regulars
15,98,1659.3799999999999,4.03.03.0,Champions
24,183,4416.26,3.04.04.0,Champions
32,42,428.89,3.03.02.0,Regulars
74,7,104.35,2.01.01.0,Dormant
20,28,470.76,3.02.02.0,Regulars
17,122,845.64,4.04.03.0,Regulars
23,84,418.83,3.03.02.0,Regulars
3,20,666.1,4.02.02.0,Regulars
304,11,314.1,1.01.02.0,Dormant
18,35,4199.85,4.02.04.0,Champions
367,4,307.82000000000005,1.01.02.0,Dormant
39,176,3442.15,3.04.04.0,Champions
84,24,371.01,2.02.02.0,Dormant
165,98,430.94,1.03.02.0,Regulars
17,65,1054.73,4.03.03.0,Regulars
77,49,1098.78,2.03.03.0,Regulars
89,43,2398.86,2.03.04.0,Regulars
25,97,3408.48,3.03.04.0,Champions
22,113,1475.02,3.04.03.0,Regulars
3,270,2837.67,4.04.04.0,Champions
123,37,1142.42,2.02.03.0,Regulars
30,14,168.12,3.01.01.0,Dormant
12,140,1451.28,4.04.03.0,Champions
19,27,158.03,3.02.01.0,Regulars
44,52,792.11,3.03.03.0,Regulars
4,3,41.989999999999995,4.01.01.0,Dormant
9,552,2797.57,4.04.04.0,Champions
55,35,427.07,2.02.02.0,Regulars
88,130,1060.68,2.04.03.0,Regulars
37,506,3089.97,3.04.04.0,Champions
3,9,12393.7,4.01.04.0,Champions
30,103,2735.37,3.04.04.0,Champions
12,218,615.39,4.04.02.0,Champions
211,8,101.4,1.01.01.0,Dormant
48,385,1701.94,3.04.04.0,Champions
24,33,478.78,3.02.02.0,Regulars
22,90,992.71,3.03.03.0,Regulars
246,86,407.5,1.03.02.0,Regulars
8,212,3362.71,4.04.04.0,Champions
35,94,1415.29,3.03.03.0,Regulars
4,139,37130.6,4.04.04.0,Champions
38,145,662.38,3.04.02.0,Regulars
4,182,705.39,4.04.03.0,Champions
3,235,1508.76,4.04.03.0,Champions
47,32,211.88,3.02.01.0,Dormant
39,28,408.90000000000003,3.02.02.0,Regulars
47,160,3786.2400000000002,3.04.04.0,Champions
17,46,851.01,4.03.03.0,Regulars
260,76,628.28,1.03.02.0,Regulars
46,101,719.81,3.04.03.0,Regulars
12,64,251.24,4.03.01.0,Regulars
30,28,439.65999999999997,3.02.02.0,Regulars
43,32,236.09,3.02.01.0,Regulars
92,16,934.62,2.01.03.0,Regulars
39,242,81024.84,3.04.04.0,Champions
310,29,331.24,1.02.02.0,Dormant
92,100,548.94,2.03.02.0,Regulars
6,1137,8816.4,4.04.04.0,Champions
196,22,437.7,1.02.02.0,Dormant
87,55,758.92,2.03.03.0,Regulars
270,39,855.02,1.02.03.0,Regulars
8,26,471.78000000000003,4.02.02.0,Regulars
65,65,1313.55,2.03.03.0,Regulars
31,6,3166.4,3.01.04.0,Regulars
22,71,1197.27,3.03.03.0,Regulars
38,39,773.99,3.02.03.0,Regulars
120,83,1340.7,2.03.03.0,Regulars
373,8,256.44,1.01.01.0,Dormant
40,312,1111.79,3.04.03.0,Champions
174,10,137.9,1.01.01.0,Dormant
54,34,362.06,2.02.02.0,Regulars
33,84,1511.95,3.03.03.0,Regulars
145,70,783.9,1.03.03.0,Regulars
221,8,134.8,1.01.01.0,Dormant
45,68,664.85,3.03.02.0,Regulars
16,121,2263.12,4.04.04.0,Champions
66,180,1459.8600000000001,2.04.03.0,Regulars
10,64,1153.62,4.03.03.0,Regulars
260,23,335.32,1.02.02.0,Dormant
365,74,372.09,1.03.02.0,Dormant
17,102,1521.87,4.04.03.0,Champions
22,33,852.15,3.02.03.0,Regulars
45,21,326.24,3.02.02.0,Dormant
288,23,584.3199999999999,1.02.02.0,Dormant
297,1,122.39999999999999,1.01.01.0,Dormant
3,129,2234.73,4.04.04.0,Champions
284,1,79.2,1.01.01.0,Dormant
17,21,1352.0,4.02.03.0,Regulars
82,10,217.16,2.01.01.0,Dormant
56,227,2806.9,2.04.04.0,Champions
101,31,1317.62,2.02.03.0,Regulars
299,38,436.18,1.02.02.0,Dormant
23,167,981.51,3.04.03.0,Regulars
59,39,1121.39,2.02.03.0,Regulars
155,18,315.06,1.02.02.0,Dormant
115,51,817.86,2.03.03.0,Regulars
107,1,17.0,2.01.01.0,Dormant
12,63,1078.23,4.03.03.0,Regulars
264,12,320.62,1.01.02.0,Dormant
240,10,185.04999999999998,1.01.01.0,Dormant
88,67,2005.63,2.03.04.0,Regulars
50,39,731.9,3.02.03.0,Regulars
71,76,1290.7,2.03.03.0,Regulars
42,57,1842.14,3.03.04.0,Regulars
7,48,1429.64,4.03.03.0,Champions
62,29,302.36,2.02.01.0,Regulars
249,13,336.96,1.01.02.0,Dormant
66,6,108.38,2.01.01.0,Dormant
18,31,3204.1600000000003,4.02.04.0,Regulars
85,48,842.5,2.03.03.0,Regulars
219,18,611.88,1.02.02.0,Dormant
45,354,1337.48,3.04.03.0,Champions
143,16,195.73999999999998,1.01.01.0,Dormant
183,30,161.38,1.02.01.0,Dormant
171,8,135.75000000000003,1.01.01.0,Dormant
10,284,1667.97,4.04.04.0,Champions
212,34,612.78,1.02.02.0,Dormant
190,30,232.21,1.02.01.0,Dormant
8,16,423.36,4.01.02.0,Regulars
59,30,1309.14,2.02.03.0,Regulars
57,212,867.11,2.04.03.0,Regulars
73,38,684.4200000000001,2.02.03.0,Regulars
52,16,307.78,2.01.02.0,Dormant
317,11,249.0,1.01.01.0,Dormant
367,13,289.35,1.01.01.0,Dormant
29,117,6287.77,3.04.04.0,Champions
39,40,656.25,3.02.02.0,Regulars
18,89,1880.22,4.03.04.0,Champions
52,78,3506.54,2.03.04.0,Regulars
4,339,14589.04,4.04.04.0,Champions
22,35,618.09,3.02.02.0,Regulars
263,21,517.55,1.02.02.0,Dormant
60,37,709.38,2.02.03.0,Regulars
19,31,635.41,3.02.02.0,Regulars
66,35,725.18,2.02.03.0,Regulars
88,30,620.4,2.02.02.0,Regulars
250,37,535.34,1.02.02.0,Dormant
3,117,2424.94,4.04.04.0,Champions
247,1,175.2,1.01.01.0,Dormant
9,224,3799.4900000000002,4.04.04.0,Champions
157,29,734.13,1.02.03.0,Regulars
134,22,375.0,2.02.02.0,Dormant
296,1,76.32000000000001,1.01.01.0,Dormant
5,18,280.52,4.02.01.0,Regulars
43,117,2053.02,3.04.04.0,Regulars
269,29,1829.04,1.02.04.0,Regulars
50,89,1824.23,3.03.04.0,Regulars
9,130,3122.04,4.04.04.0,Champions
16,18,656.69,4.02.02.0,Regulars
282,14,348.2,1.01.02.0,Dormant
65,20,1025.44,2.02.03.0,Regulars
2,474,5575.56,4.04.04.0,Champions
252,2,37.4,1.01.01.0,Dormant
232,6,856.6,1.01.03.0,Dormant
17,34,822.48,4.02.03.0,Regulars
11,98,3787.6,4.03.04.0,Champions
8,85,1822.97,4.03.04.0,Champions
51,125,1885.05,3.04.04.0,Regulars
59,3,73.2,2.01.01.0,Dormant
95,69,1140.21,2.03.03.0,Regulars
16,84,1418.32,4.03.03.0,Regulars
126,23,1009.5500000000001,2.02.03.0,Regulars
94,58,1037.59,2.03.03.0,Regulars
50,15,331.95,3.01.02.0,Dormant
138,8,197.9,2.01.01.0,Dormant
61,11,215.83,2.01.01.0,Dormant
100,162,10254.18,2.04.04.0,Champions
73,11,305.54,2.01.01.0,Dormant
72,28,6617.65,2.02.04.0,Regulars
67,15,338.71000000000004,2.01.02.0,Dormant
64,45,1158.79,2.03.03.0,Regulars
17,31,529.41,4.02.02.0,Regulars
23,218,4006.94,3.04.04.0,Champions
32,295,6911.4400000000005,3.04.04.0,Champions
45,67,981.86,3.03.03.0,Regulars
16,11,215.48,4.01.01.0,Dormant
40,6,215.08,3.01.01.0,Dormant
3,134,5180.52,4.04.04.0,Champions
237,19,314.45,1.02.02.0,Dormant
75,15,400.68100000000004,2.01.02.0,Dormant
4,179,1080.6200000000001,4.04.03.0,Champions
3,111,1863.47,4.04.04.0,Champions
361,18,365.27,1.02.02.0,Dormant
59,35,592.9,2.02.02.0,Regulars
23,57,405.71,3.03.02.0,Regulars
31,98,761.38,3.03.03.0,Regulars
55,63,537.0600000000001,2.03.02.0,Regulars
25,19,394.38,3.02.02.0,Regulars
45,66,664.26,3.03.02.0,Regulars
89,46,2262.62,2.03.04.0,Regulars
2,123,21086.3,4.04.04.0,Champions
89,23,547.02,2.02.02.0,Regulars
19,41,690.34,3.02.03.0,Regulars
79,6,159.0,2.01.01.0,Dormant
171,44,1062.75,1.03.03.0,Regulars
81,14,242.35,2.01.01.0,Dormant
267,37,914.9300000000001,1.02.03.0,Regulars
235,15,304.25,1.01.01.0,Dormant
30,84,3084.68,3.03.04.0,Champions
37,97,864.86,3.03.03.0,Regulars
318,137,846.72,1.04.03.0,Regulars
57,96,1295.3,2.03.03.0,Regulars
45,134,1096.32,3.04.03.0,Regulars
203,8,255.12,1.01.01.0,Dormant
225,6,314.22,1.01.02.0,Dormant
87,47,1010.6,2.03.03.0,Regulars
190,35,542.03,1.02.02.0,Dormant
44,37,990.88,3.02.03.0,Regulars
71,22,536.6800000000001,2.02.02.0,Regulars
41,46,867.31,3.03.03.0,Regulars
78,20,432.2,2.02.02.0,Dormant
57,19,414.2,2.02.02.0,Dormant
24,135,3718.8,3.04.04.0,Champions
10,662,2607.87,4.04.04.0,Champions
8,294,3603.21,4.04.04.0,Champions
34,51,409.1,3.03.02.0,Regulars
212,91,1522.75,1.03.03.0,Regulars
24,90,1413.66,3.03.03.0,Regulars
170,16,114.56,1.01.01.0,Dormant
62,7,152.94,2.01.01.0,Dormant
53,69,1800.07,2.03.04.0,Regulars
261,24,389.44,1.02.02.0,Dormant
67,123,3683.86,2.04.04.0,Champions
17,270,2619.91,4.04.04.0,Champions
267,13,752.4300000000001,1.01.03.0,Dormant
177,2,46.95,1.01.01.0,Dormant
45,135,5203.51,3.04.04.0,Champions
51,18,1035.45,3.02.03.0,Regulars
17,124,746.83,4.04.03.0,Regulars
9,258,5447.0,4.04.04.0,Champions
74,61,861.89,2.03.03.0,Regulars
71,45,667.65,2.03.02.0,Regulars
353,54,1141.24,1.03.03.0,Regulars
3,133,1429.24,4.04.03.0,Champions
117,25,411.7,2.02.02.0,Dormant
373,67,357.95,1.03.02.0,Dormant
197,33,559.87,1.02.02.0,Dormant
177,6,810.6000000000001,1.01.03.0,Dormant
100,23,566.38,2.02.02.0,Regulars
21,107,1509.58,3.04.03.0,Champions
72,17,2062.06,2.01.04.0,Regulars
340,11,168.3,1.01.01.0,Dormant
6,166,1570.81,4.04.03.0,Champions
31,109,823.97,3.04.03.0,Regulars
170,8,142.5,1.01.01.0,Dormant
122,17,302.25,2.01.01.0,Dormant
22,118,2248.9900000000002,3.04.04.0,Champions
10,79,1328.55,4.03.03.0,Champions
269,20,301.9,1.02.01.0,Dormant
23,27,598.2,3.02.02.0,Regulars
127,11,233.22,2.01.01.0,Dormant
26,162,5360.63,3.04.04.0,Champions
139,22,361.21999999999997,2.02.02.0,Dormant
214,41,632.27,1.02.02.0,Regulars
38,4,2560.0,3.01.04.0,Regulars
106,42,706.57,2.03.03.0,Regulars
18,37,616.26,4.02.02.0,Regulars
3,16,274.15000000000003,4.01.01.0,Regulars
331,14,226.37,1.01.01.0,Dormant
64,151,2938.91,2.04.04.0,Champions
120,69,1341.65,2.03.03.0,Regulars
35,19,328.15,3.02.02.0,Regulars
218,3,404.40000000000003,1.01.02.0,Dormant
172,56,1038.46,1.03.03.0,Regulars
72,12,373.65000000000003,2.01.02.0,Dormant
1,37,326.75,4.02.02.0,Regulars
196,1,207.50000000000003,1.01.01.0,Dormant
128,118,428.68,2.04.02.0,Regulars
47,18,594.24,3.02.02.0,Regulars
6,319,3110.96,4.04.04.0,Champions
14,319,3844.22,4.04.04.0,Champions
18,39,251.91,4.02.01.0,Regulars
28,153,1593.2,3.04.03.0,Champions
8,45,26626.8,4.03.04.0,Champions
37,10,151.05,3.01.01.0,Dormant
157,11,214.79999999999998,1.01.01.0,Dormant
284,20,109.95,1.02.01.0,Dormant
107,153,549.07,2.04.02.0,Regulars
25,77,1971.87,3.03.04.0,Regulars
75,15,322.41,2.01.02.0,Dormant
16,47,370.47999999999996,4.03.02.0,Regulars
158,2,101.10000000000001,1.01.01.0,Dormant
44,38,575.41,3.02.02.0,Regulars
11,92,887.65,4.03.03.0,Regulars
32,235,1469.45,3.04.03.0,Champions
291,9,53.5,1.01.01.0,Dormant
21,57,1116.47,3.03.03.0,Regulars
333,8,153.9,1.01.01.0,Dormant
18,28,494.44,4.02.02.0,Regulars
4,94,6675.71,4.03.04.0,Champions
63,39,395.8,2.02.02.0,Regulars
198,31,211.77,1.02.01.0,Dormant
33,34,658.88,3.02.02.0,Regulars
1,109,2027.5,4.04.04.0,Champions
7,66,1750.92,4.03.04.0,Champions
5,662,3512.53,4.04.04.0,Champions
10,106,896.66,4.04.03.0,Champions
32,81,734.77,3.03.03.0,Regulars
53,5,109.36000000000001,2.01.01.0,Dormant
12,53,707.04,4.03.03.0,Regulars
18,51,1540.42,4.03.03.0,Regulars
19,18,327.3,3.02.02.0,Regulars
37,130,804.49,3.04.03.0,Regulars
2,76,497.43,4.03.02.0,Champions
18,118,1553.66,4.04.03.0,Champions
82,228,1320.56,2.04.03.0,Regulars
33,97,367.93,3.03.02.0,Regulars
66,111,473.03000000000003,2.04.02.0,Regulars
9,125,987.01,4.04.03.0,Champions
267,5,676.2,1.01.03.0,Dormant
247,23,362.95,1.02.02.0,Dormant
4,108,2157.4,4.04.04.0,Champions
61,32,1780.59,2.02.04.0,Regulars
75,102,668.36,2.04.02.0,Regulars
90,33,584.5,2.02.02.0,Regulars
60,59,555.89,2.03.02.0,Regulars
29,88,317.2,3.03.02.0,Regulars
323,4,94.36,1.01.01.0,Dormant
53,34,1382.07,2.02.03.0,Regulars
270,45,221.19,1.03.01.0,Dormant
2,330,3046.21,4.04.04.0,Champions
57,83,1555.34,2.03.03.0,Regulars
61,210,1486.9,2.04.03.0,Regulars
154,82,1705.8,1.03.04.0,Regulars
19,73,408.57,3.03.02.0,Regulars
95,29,303.93,2.02.01.0,Dormant
1,186,4098.32,4.04.04.0,Champions
265,60,299.6,1.03.01.0,Dormant
312,10,177.5,1.01.01.0,Dormant
70,23,443.05,2.02.02.0,Regulars
302,5,167.25,1.01.01.0,Dormant
19,63,163.07,3.03.01.0,Regulars
13,172,2126.93,4.04.04.0,Champions
36,232,2028.88,3.04.04.0,Champions
19,45,214.65,3.03.01.0,Regulars
54,35,151.83,2.02.01.0,Dormant
57,31,262.2,2.02.01.0,Regulars
22,7,126.25,3.01.01.0,Dormant
44,54,210.35,3.03.01.0,Regulars
27,71,1051.4,3.03.03.0,Regulars
45,102,675.27,3.04.03.0,Regulars
113,51,972.23,2.03.03.0,Regulars
17,369,34684.4,4.04.04.0,Champions
25,18,346.12,3.02.02.0,Regulars
191,5,133.56,1.01.01.0,Dormant
302,21,302.7,1.02.01.0,Dormant
2,372,1908.25,4.04.04.0,Champions
263,9,241.06,1.01.01.0,Dormant
106,2,284.55,2.01.01.0,Dormant
57,6,300.85,2.01.01.0,Dormant
213,83,642.81,1.03.02.0,Regulars
64,8,287.4,2.01.01.0,Dormant
28,17,184.26,3.01.01.0,Dormant
29,109,1522.25,3.04.03.0,Regulars
6,132,798.35,4.04.03.0,Champions
8,282,3640.67,4.04.04.0,Champions
67,24,381.2,2.02.02.0,Dormant
2,174,616.79,4.04.02.0,Champions
46,84,654.67,3.03.02.0,Regulars
34,63,230.51,3.03.01.0,Regulars
1,3,168472.5,4.01.04.0,Champions
136,36,259.01,2.02.01.0,Dormant
198,20,188.89000000000001,1.02.01.0,Dormant
198,40,707.69,1.02.03.0,Regulars
150,11,311.92,1.01.02.0,Dormant
88,14,266.97,2.01.01.0,Dormant
45,2,6.9,3.01.01.0,Dormant
64,99,1841.18,2.03.04.0,Regulars
99,111,2158.37,2.04.04.0,Regulars
218,9,208.36,1.01.01.0,Dormant
3,202,3482.7400000000002,4.04.04.0,Champions
28,135,814.72,3.04.03.0,Regulars
178,33,151.42,1.02.01.0,Dormant
74,3,136.0,2.01.01.0,Dormant
21,82,1422.4,3.03.03.0,Regulars
20,236,1314.68,3.04.03.0,Champions
34,148,1603.46,3.04.03.0,Regulars
74,2,74.9,2.01.01.0,Dormant
24,182,650.43,3.04.02.0,Regulars
52,170,762.39,2.04.03.0,Regulars
275,13,223.95000000000002,1.01.01.0,Dormant
165,18,316.11,1.02.02.0,Dormant
7,360,1871.5,4.04.04.0,Champions
88,28,544.3,2.02.02.0,Regulars
64,146,2494.46,2.04.04.0,Regulars
25,17,331.0,3.01.02.0,Regulars
10,35,300.83,4.02.01.0,Regulars
76,53,769.29,2.03.03.0,Regulars
16,18,220.62,4.02.01.0,Regulars
192,19,139.35,1.02.01.0,Dormant
174,25,404.3,1.02.02.0,Dormant
77,42,363.65,2.03.02.0,Regulars
33,29,498.8,3.02.02.0,Regulars
47,39,731.5,3.02.03.0,Regulars
80,56,1351.63,2.03.03.0,Regulars
297,50,826.53,1.03.03.0,Regulars
3,97,684.41,4.03.03.0,Champions
9,95,1599.52,4.03.03.0,Champions
50,136,2965.69,3.04.04.0,Champions
161,15,100.97,1.01.01.0,Dormant
360,19,365.45,1.02.02.0,Dormant
5,11,400.86,4.01.02.0,Regulars
107,84,1431.93,2.03.03.0,Regulars
25,86,484.38,3.03.02.0,Regulars
32,4,777.6,3.01.03.0,Dormant
20,3,90.30000000000001,3.01.01.0,Dormant
297,13,363.7,1.01.02.0,Dormant
372,13,248.1,1.01.01.0,Dormant
22,169,950.26,3.04.03.0,Regulars
5,35,874.59,4.02.03.0,Regulars
52,113,1627.13,2.04.03.0,Regulars
30,6,101.69999999999999,3.01.01.0,Dormant
277,17,162.7,1.01.01.0,Dormant
61,40,484.32,2.02.02.0,Regulars
25,13,215.07999999999998,3.01.01.0,Dormant
186,156,1046.57,1.04.03.0,Regulars
2,290,9418.470000000001,4.04.04.0,Champions
2,183,13027.45,4.04.04.0,Champions
172,15,290.36,1.01.01.0,Dormant
81,14,228.06,2.01.01.0,Dormant
4,17,244.41,4.01.01.0,Regulars
190,30,455.25,1.02.02.0,Dormant
22,77,1244.59,3.03.03.0,Regulars
18,4,6748.8,4.01.04.0,Regulars
19,177,1095.56,3.04.03.0,Champions
5,31,593.75,4.02.02.0,Regulars
110,55,548.97,2.03.02.0,Regulars
3,45,1388.81,4.03.03.0,Champions
54,5,119.62,2.01.01.0,Dormant
165,3,339.3,1.01.02.0,Dormant
291,25,787.15,1.02.03.0,Dormant
10,981,4154.64,4.04.04.0,Champions
109,251,2298.97,2.04.04.0,Regulars
96,32,922.12,2.02.03.0,Regulars
243,17,379.73,1.01.02.0,Dormant
163,84,5719.82,1.03.04.0,Regulars
42,52,837.1,3.03.03.0,Regulars
35,17,285.89,3.01.01.0,Dormant
67,207,3313.79,2.04.04.0,Champions
24,11,281.85,3.01.01.0,Dormant
1,460,8338.49,4.04.04.0,Champions
27,57,841.41,3.03.03.0,Regulars
6,31,511.12,4.02.02.0,Regulars
54,19,1077.74,2.02.03.0,Regulars
364,3,173.7,1.01.01.0,Dormant
15,18,614.66,4.02.02.0,Regulars
194,35,865.6,1.02.03.0,Regulars
3,5,124.2,4.01.01.0,Dormant
15,126,3738.4,4.04.04.0,Champions
27,87,1421.69,3.03.03.0,Regulars
127,57,1009.6,2.03.03.0,Regulars
85,42,663.61,2.03.02.0,Regulars
71,28,451.44,2.02.02.0,Regulars
183,9,105.84,1.01.01.0,Dormant
113,6,313.62,2.01.02.0,Dormant
374,14,233.45,1.01.01.0,Dormant
80,28,936.08,2.02.03.0,Regulars
249,8,463.95,1.01.02.0,Dormant
232,13,225.15,1.01.01.0,Dormant
71,33,459.24,2.02.02.0,Regulars
69,10,213.5,2.01.01.0,Dormant
4,216,4113.68,4.04.04.0,Champions
51,27,330.03,3.02.02.0,Regulars
75,53,181.09,2.03.01.0,Regulars
61,85,360.16,2.03.02.0,Regulars
16,12,250.15,4.01.01.0,Dormant
4,7,90.04,4.01.01.0,Dormant
286,10,145.04999999999998,1.01.01.0,Dormant
4,62,813.52,4.03.03.0,Champions
41,31,244.79999999999998,3.02.01.0,Regulars
36,29,528.08,3.02.02.0,Regulars
75,34,482.47,2.02.02.0,Regulars
18,172,3347.71,4.04.04.0,Champions
15,276,5493.46,4.04.04.0,Champions
219,6,75.66,1.01.01.0,Dormant
186,10,129.49,1.01.01.0,Dormant
33,66,1187.66,3.03.03.0,Regulars
70,30,618.59,2.02.02.0,Regulars
183,26,506.19,1.02.02.0,Dormant
15,33,500.42,4.02.02.0,Regulars
236,5,151.85,1.01.01.0,Dormant
31,96,2647.59,3.03.04.0,Champions
264,14,226.21,1.01.01.0,Dormant
4,9,178.96,4.01.01.0,Regulars
52,29,813.48,2.02.03.0,Regulars
246,5,129.45,1.01.01.0,Dormant
81,48,810.5699999999999,2.03.03.0,Regulars
275,23,333.08,1.02.02.0,Dormant
1,179,4413.1,4.04.04.0,Champions
79,20,322.8,2.02.02.0,Dormant
30,117,2188.05,3.04.04.0,Champions
74,64,417.73,2.03.02.0,Regulars
17,152,2883.1,4.04.04.0,Champions
223,9,217.9,1.01.01.0,Dormant
32,69,1154.47,3.03.03.0,Regulars
23,94,1680.72,3.03.04.0,Regulars
31,50,1257.51,3.03.03.0,Regulars
106,12,231.10000000000002,2.01.01.0,Dormant
5,34,688.33,4.02.03.0,Regulars
246,27,487.51,1.02.02.0,Dormant
178,62,833.78,1.03.03.0,Regulars
170,14,214.06,1.01.01.0,Dormant
43,19,290.65999999999997,3.02.01.0,Dormant
72,24,518.42,2.02.02.0,Regulars
59,118,6773.97,2.04.04.0,Champions
16,69,1212.66,4.03.03.0,Regulars
141,29,601.27,2.02.02.0,Regulars
18,261,3794.52,4.04.04.0,Champions
22,73,8625.8,3.03.04.0,Champions
10,208,933.62,4.04.03.0,Champions
368,8,123.24,1.01.01.0,Dormant
189,2,39.12,1.01.01.0,Dormant
16,16,1267.6499999999999,4.01.03.0,Regulars
362,9,135.39999999999998,1.01.01.0,Dormant
19,32,118.98,3.02.01.0,Regulars
68,53,570.13,2.03.02.0,Regulars
15,20,306.71999999999997,4.02.01.0,Regulars
24,160,1374.8700000000001,3.04.03.0,Champions
17,252,4095.9,4.04.04.0,Champions
28,6,1692.27,3.01.04.0,Regulars
2,114,8134.9400000000005,4.04.04.0,Champions
55,98,319.61,2.03.02.0,Regulars
34,89,1592.1200000000001,3.03.03.0,Regulars
3,163,3109.99,4.04.04.0,Champions
366,3,129.75,1.01.01.0,Dormant
43,10,183.7,3.01.01.0,Dormant
73,44,1770.34,2.03.04.0,Regulars
5,30,1028.0,4.02.03.0,Regulars
4,277,66653.56,4.04.04.0,Champions
61,62,324.24,2.03.02.0,Regulars
47,585,3062.83,3.04.04.0,Champions
1,62,1260.86,4.03.03.0,Champions
76,13,422.59999999999997,2.01.02.0,Dormant
72,12,225.57999999999998,2.01.01.0,Dormant
256,3,1276.0,1.01.03.0,Dormant
69,60,482.01,2.03.02.0,Regulars
135,10,657.9000000000001,2.01.02.0,Dormant
241,21,112.75,1.02.01.0,Dormant
227,5,1998.0,1.01.04.0,Dormant
9,308,5076.55,4.04.04.0,Champions
9,144,5398.3,4.04.04.0,Champions
1,270,14034.99,4.04.04.0,Champions
37,123,531.35,3.04.02.0,Regulars
46,27,656.63,3.02.02.0,Regulars
85,79,3029.87,2.03.04.0,Regulars
19,402,2483.04,3.04.04.0,Champions
3,22,1651.03,4.02.03.0,Champions
9,447,3645.43,4.04.04.0,Champions
19,624,6923.13,3.04.04.0,Champions
219,93,1161.53,1.03.03.0,Regulars
78,19,301.71999999999997,2.02.01.0,Dormant
267,2,901.2,1.01.03.0,Dormant
24,199,3858.38,3.04.04.0,Champions
369,45,623.75,1.03.02.0,Dormant
15,201,1790.42,4.04.04.0,Champions
26,27,155.24,3.02.01.0,Dormant
262,37,292.47,1.02.01.0,Dormant
17,225,4730.81,4.04.04.0,Champions
91,43,589.15,2.03.02.0,Regulars
302,151,781.02,1.04.03.0,Regulars
26,185,1382.02,3.04.03.0,Champions
364,46,272.82,1.03.01.0,Dormant
46,269,1054.67,3.04.03.0,Regulars
38,660,7239.92,3.04.04.0,Champions
52,82,743.11,2.03.03.0,Regulars
32,28,603.75,3.02.02.0,Regulars
52,53,650.51,2.03.02.0,Regulars
79,125,2300.56,2.04.04.0,Regulars
53,1,417.59999999999997,2.01.02.0,Dormant
298,1,3.75,1.01.01.0,Dormant
177,13,323.0,1.01.02.0,Dormant
47,1,464.9,3.01.02.0,Dormant
29,191,2238.09,3.04.04.0,Champions
11,242,1304.76,4.04.03.0,Champions
87,357,7194.3,2.04.04.0,Champions
5,449,6697.66,4.04.04.0,Champions
38,42,836.06,3.03.03.0,Regulars
18,69,1515.9,4.03.03.0,Regulars
45,95,623.93,3.03.02.0,Regulars
